[2007-03-19 02:24:45 201.81.104.85  ] login ok
[2007-03-19 03:29:04 201.81.104.85  ] login ok
[2007-03-19 03:53:38 201.81.104.85  ] INSERT INTO post (titulo, url, data, texto) VALUES ("A Ponte para Therabitia", "a_ponte_para_therabitia", "2007-04-19 03:40", "&Eacute; realmente curioso como algumas vezes as coisas nos acontecem nos momentos mais necess&aacute;rios. Considero-me uma pessoa crente em Deus e mais de uma vez ele parece me pregar certas pe&ccedil;as. O cerne desse pots obviamente n&atilde;o &eacute; a religi&atilde;o, ent&atilde;o vou seguir com o que interessa.\r\n\r\nA semana que se passou agora pode se dizer foi uma das mais dificies que tenho tido nos &uacute;ltimos meses. A loja tem passado por alguns problemas e por conta disso muitas mudan&ccedil;as que n&atilde;o me agradam tem sido feitas. Vi bons amigos que fiz nesses seis meses perderem seu trabalho por conta de cortes de pessoal e vi at&eacute; mesmo meu trabalho amea&ccedil;ado por conta disso. Para resumir bem a hist&oacute;ria eu tinha duas op&ccedil;&otilde;es, mudar meu hor&aacute;rio para a tarde (que eu detesto) ou perder meu emprego. &Eacute; claro que espero que seja tempor&aacute;rio, mas ainda sim terei de encarar o desafio pelos pr&oacute;ximos meses. \r\n\r\nSe a coisa j&aacute; n&atilde;o estivesse ruim o bastante, ainda estou correndo o risco de perder a &uacute;nica coisa que realmente me da tes&atilde;o de trabalhar na Fnac, a responsabilidade pela sala de literatura. Estou correndo o risco de me tornar respons&aacute;vel pela sala de Administra&ccedil;&atilde;o e Direito que s&atilde;o assuntos que n&atilde;o s&oacute; abomino como acho que em nada beneficiam as pessoas. \r\n\r\nVoc&ecirc;s ja leram aqui o que penso de bobaens como Monge e o Executivo e outros livros feitos para ganhar dinheiro com solu&ccedil;&otilde;es milagrosas. Ser&aacute; dificil se tiver de cuidar de algo que n&atilde;o acredito. Por ai, voc&ecirc;s devem imaginar o grau do meu humor nessa semana e o quanto estou sendo dificil de aguentar pelas pessoas que me amam.\r\n\r\nMas antes que fiquem se perguntando porque diabos eu falei tudo isso se o post &eacute; sobre um filme, explico que minha inten&ccedil;&atilde;o &eacute; que voc&ecirc;s percebam o quanto essa hist&oacute;ria mexeu comigo. H&aacute; muito tempo n&atilde;o assistia um filme com tanta sensibilidade do que este. \r\n\r\nHoje a tarde ,eu humor estava simplesmente p&eacute;ssimo, sendo que a minha pobre Aninha teve de aturar minhas reclama&ccedil;&otilde;es e frustra&ccedil;&otilde;es. Eis que alguns amigos me ligaram para ir assistir ao tal filme (que at&eacute; ent&atilde;o n&atilde;o sabia nada). Eu realmente n&atilde;o queria sequer sair de casa, sequer ir no cinema e azedei at&eacute; me convencerem a ir. Chegando ao cinema, eu esperava assistir a um novo Cr&ocirc;nicas de N&aacute;rnia, mas o que vi na tela era completamente diferente do que poderia esperar.")
[2007-03-19 12:42:47 201.81.104.85  ] login ok
[2007-03-19 12:57:35 201.81.104.85  ] UPDATE post SET titulo = "A Ponte para Therabitia", url = "a_ponte_para_therabitia", data = "2007-03-19 03:40", texto = "&Eacute; realmente curioso como algumas vezes as coisas nos acontecem nos momentos mais necess&aacute;rios. Considero-me uma pessoa crente em Deus e mais de uma vez ele parece me pregar certas pe&ccedil;as. O cerne desse post obviamente n&atilde;o &eacute; a religi&atilde;o, ent&atilde;o vou seguir com o que interessa.\r\n\r\nA semana que se passou agora pode se dizer foi uma das mais dificies que tenho tido nos &uacute;ltimos meses. A loja tem passado por alguns problemas e por conta disso muitas mudan&ccedil;as que n&atilde;o me agradam tem sido feitas. Vi bons amigos que fiz nesses seis meses perderem seu trabalho por conta de cortes de pessoal e vi at&eacute; mesmo meu trabalho amea&ccedil;ado por conta disso. Para resumir bem a hist&oacute;ria eu tinha duas op&ccedil;&otilde;es, mudar meu hor&aacute;rio para a tarde (que eu detesto) ou perder meu emprego. &Eacute; claro que espero que seja tempor&aacute;rio, mas ainda sim terei de encarar o desafio pelos pr&oacute;ximos meses. \r\n\r\nSe a coisa j&aacute; n&atilde;o estivesse ruim o bastante, ainda estou correndo o risco de perder a &uacute;nica coisa que realmente me da tes&atilde;o de trabalhar na Fnac, a responsabilidade pela sala de literatura. Estou correndo o risco de me tornar respons&aacute;vel pela sala de Administra&ccedil;&atilde;o e Direito que s&atilde;o assuntos que n&atilde;o s&oacute; abomino como acho que em nada beneficiam as pessoas. \r\n\r\nVoc&ecirc;s ja leram aqui o que penso de bobagens como Monge e o Executivo e outros livros feitos para ganhar dinheiro com solu&ccedil;&otilde;es milagrosas. Ser&aacute; dificil se tiver de cuidar de algo que n&atilde;o acredito. Por ai, voc&ecirc;s devem imaginar o grau do meu humor nessa semana e o quanto estou sendo dificil de aguentar pelas pessoas que me amam.\r\n\r\nMas antes que fiquem se perguntando porque diabos eu falei tudo isso se o post &eacute; sobre um filme, explico que minha inten&ccedil;&atilde;o &eacute; que voc&ecirc;s percebam o quanto essa hist&oacute;ria mexeu comigo. H&aacute; muito tempo n&atilde;o assistia um filme com tanta sensibilidade do que este. \r\n\r\nOntem a tarde meu humor estava simplesmente p&eacute;ssimo, sendo que a minha pobre Aninha teve de aturar minhas reclama&ccedil;&otilde;es e frustra&ccedil;&otilde;es. Eis que alguns amigos me ligaram para ir assistir ao tal filme (que at&eacute; ent&atilde;o n&atilde;o sabia nada). Eu realmente n&atilde;o queria sequer sair de casa, sequer ir no cinema e azedei at&eacute; me convencerem a ir. Chegando ao cinema, eu esperava assistir a um novo Cr&ocirc;nicas de N&aacute;rnia, mas o que vi na tela era completamente diferente do que poderia esperar.\r\n\r\nPara resumir um pouco a trama sem criar spoilers, o filme trata da amizade entre Jesse, um menino vindo de uma familia em dificuldades financeiras e que ainda por cima sofre o diabos com seus colegas na escola e Leslie, uma menina novata na escola que rapidamente passa a conquistar sua amizade com sua forma sempre positiva de ver as coisas. Jesse que adora desenhar criaturas fant&aacute;sticas em seu caderno logo &eacute; ajudado por Leslie a traduzir esses desenhos em um universo de fantasia onde ambos podem se refugiar algumas horas por dia dos problemas do mundo real. \r\n\r\nImpossivel n&atilde;o perceber o quanto eu me identifiquei com essa hist&oacute;ria, especialmente no que diz respeito a inf&acirc;ncia e adolesc&ecirc;ncia complicada na escola e a sensa&ccedil;&atilde;o de solid&atilde;o que muitas crian&ccedil;as vitimas de bullying passam. Ver o reino de Therabitia ir surgindo lentamente da imagina&ccedil;&atilde;o de ambos foi emocionante por me lembrar que eu tamb&eacute;m desenvolvo meu pr&oacute;prio universo fant&aacute;stico em minha imagina&ccedil;&atilde;o, universo esse que me serve de escape para as horas de dificuldade.\r\n\r\nSai de l&aacute; me sentindo mais leve e pensando que apesar de todos os problemas e frustra&ccedil;&otilde;es no trabalho, eu sempre posso voltar para meu computador e vivenciar um pouco do mundo que venho criando. &Eacute; verdade que meus personagens andam um pouco abandonados nos &uacute;ltimos meses, mas talvez seja hora de retoma-los e seguir a viagem. \r\n\r\nEsses pr&oacute;ximos meses prometem ser dificeis, mas vou tentar me policiar, e como no passado me sentar todos os dias para escrever algo. Apesar de ter de fazer alguns trabalhos que n&atilde;o me agradam, vou tentar me escorar no fato de que sempre haver&aacute; uma Therabitia me esperando quando voltar pra casa." WHERE id = 76
[2007-03-19 17:36:43 201.81.104.85  ] login ok
[2007-03-19 17:37:01 201.81.104.85  ] UPDATE comment SET aprovado = "1" WHERE id = 28
[2007-03-19 17:37:08 201.81.104.85  ] UPDATE comment SET aprovado = "1" WHERE id = 26
[2007-03-19 17:37:47 201.81.104.85  ] UPDATE comment SET aprovado = "1" WHERE id = 27
[2007-03-19 21:20:16 201.83.6.216   ] login ok
[2007-03-19 21:28:06 201.83.6.216   ] UPDATE post SET titulo = "A Ponte para Therabitia", url = "a_ponte_para_therabitia", data = "2007-03-19 03:40", texto = "&Eacute; realmente curioso como algumas vezes as coisas nos acontecem nos momentos mais necess&aacute;rios. Considero-me uma pessoa crente em Deus e mais de uma vez ele parece me pregar certas pe&ccedil;as. O cerne desse post obviamente n&atilde;o &eacute; a religi&atilde;o, ent&atilde;o vou seguir com o que interessa.\r\n\r\nA semana que se passou agora pode se dizer foi uma das mais dif&iacute;cies que tenho tido nos &uacute;ltimos meses. A loja tem passado por alguns problemas e por conta disso muitas mudan&ccedil;as que n&atilde;o me agradam tem sido feitas. Vi bons amigos que fiz nesses seis meses perderem seu trabalho por conta de cortes de pessoal e vi at&eacute; mesmo meu trabalho amea&ccedil;ado por conta disso. Para resumir bem a hist&oacute;ria eu tinha duas op&ccedil;&otilde;es, mudar meu hor&aacute;rio para a tarde ou perder meu emprego. &Eacute; claro que espero que seja tempor&aacute;rio, mas ainda sim terei de encarar o desafio pelos pr&oacute;ximos meses. \r\n\r\nSe a coisa j&aacute; n&atilde;o estivesse ruim o bastante, ainda estou correndo o risco de perder a &uacute;nica coisa que realmente me d&aacute; tes&atilde;o de trabalhar na Fnac, a responsabilidade pela sala de literatura. Estou correndo o risco de me tornar respons&aacute;vel pela sala de Administra&ccedil;&atilde;o e Direito que s&atilde;o assuntos com os quais tenho v&aacute;rias ressalvas. \r\n\r\nVoc&ecirc;s j&aacute; leram aqui o que penso de bobagens como Monge e o Executivo e outros livros feitos para ganhar dinheiro com solu&ccedil;&otilde;es milagrosas. Ser&aacute; dif&iacute;cil se tiver de cuidar de algo que n&atilde;o acredito. Por a&iacute;, voc&ecirc;s devem imaginar o grau do meu humor nessa semana e o quanto estou sendo dif&iacute;cil de aguentar pelas pessoas que me amam.\r\n\r\nMas antes que fiquem se perguntando porque diabos eu falei tudo isso se o post &eacute; sobre um filme, explico que minha inten&ccedil;&atilde;o &eacute; que voc&ecirc;s percebam o quanto essa hist&oacute;ria mexeu comigo. H&aacute; muito tempo n&atilde;o assistia um filme com tanta sensibilidade do que este. \r\n\r\nOntem a tarde meu humor estava simplesmente p&eacute;ssimo, sendo que a minha pobre Aninha teve de aturar minhas reclama&ccedil;&otilde;es e frustra&ccedil;&otilde;es. Eis que alguns amigos me ligaram para ir assistir ao tal filme (que at&eacute; ent&atilde;o n&atilde;o sabia nada). Eu realmente n&atilde;o queria sequer sair de casa, sequer ir ao cinema e azedei at&eacute; me convencerem a ir. Chegando ao cinema, eu esperava assistir a um novo Cr&ocirc;nicas de N&aacute;rnia, mas o que vi na tela era completamente diferente do que poderia esperar.\r\n\r\nPara resumir um pouco a trama sem criar spoilers, o filme trata da amizade entre Jesse, um menino vindo de uma familia em dificuldades financeiras e que ainda por cima sofre o diabos com seus colegas na escola e Leslie, uma menina novata na escola que rapidamente passa a conquistar sua amizade com sua forma sempre positiva de ver as coisas. Jesse que adora desenhar criaturas fant&aacute;sticas em seu caderno logo &eacute; ajudado por Leslie a traduzir esses desenhos em um universo de fantasia onde ambos podem se refugiar algumas horas por dia dos problemas do mundo real. \r\n\r\nImposs&iacute;vel n&atilde;o perceber o quanto eu me identifiquei com essa hist&oacute;ria, especialmente no que diz respeito a inf&acirc;ncia e adolesc&ecirc;ncia complicada na escola e a sensa&ccedil;&atilde;o de solid&atilde;o que muitas crian&ccedil;as v&iacute;timas de bullying passam. Ver o reino de Therabitia ir surgindo lentamente da imagina&ccedil;&atilde;o de ambos foi emocionante por me lembrar que eu tamb&eacute;m desenvolvo meu pr&oacute;prio universo fant&aacute;stico em minha imagina&ccedil;&atilde;o, universo esse que me serve de escape para as horas de dificuldade.\r\n\r\nSa&iacute; de l&aacute; me sentindo mais leve e pensando que apesar de todos os problemas e frustra&ccedil;&otilde;es no trabalho, eu sempre posso voltar para meu computador e vivenciar um pouco do mundo que venho criando. &Eacute; verdade que minhas personagens andam um pouco abandonadas nos &uacute;ltimos meses, mas talvez seja hora de retom&aacute;-las e seguir a viagem. \r\n\r\nEsses pr&oacute;ximos meses prometem ser dif&iacute;ceis, mas vou tentar me policiar, e como no passado me sentar todos os dias para escrever algo. Apesar de ter de fazer alguns trabalhos que n&atilde;o me agradam, vou tentar me escorar no fato de que sempre haver&aacute; uma Therabitia me esperando quando voltar pra casa." WHERE id = 76
