[2007-09-30 13:06:20 201.83.4.114   ] login ok
[2007-09-30 13:39:53 201.83.4.114   ] INSERT INTO post (titulo, url, data, texto) VALUES ("Salitre, Carv&atilde;o e Enxofre", "salitre_carvao_e_enxofre", "2007-10-08 13:39", "Outro dia estava assistindo ao filme \&quot;O &Uacute;ltimo Samurai\&quot; (2003) na televis&atilde;o e no decorrer da hist&oacute;ria acabei me dando conta de v&aacute;rios detalhes muito interessantes que nunca havia parado para pensar.\r\n\r\nA primeira quest&atilde;o, e a que mais me chamou a aten&ccedil;&atilde;o, foi a grande quantidade de semelhan&ccedil;as que a hist&oacute;ria do filme possui com o meu livro. (o guerreiro tomado pela culpa, o desejo da morte, o aprendizado com os \&quot;selvagens\&quot; etc...). \r\n\r\n&Eacute; fato que eu assisti a esse filme no cinema, mas &eacute; curioso observar tantas semelhan&ccedil;as em ambas as hist&oacute;rias uma vez que a trama central do meu livro ja estava definida antes de assisti-lo.\r\n\r\nPor&eacute;m um outro detalhe que me chamou bastante a aten&ccedil;&atilde;o &eacute; o que eu batizei de \&quot;ponto de converg&ecirc;ncia\&quot; e que pelo bem ou pelo mal pode ter alterado em muito a forma como o mundo &eacute; hoje. Muitas inven&ccedil;&otilde;es transformaram drasticamente a humanidade ao longo do tempo, mas talvez nenhuma tenha alterado tanto a sociedade como o descobrimento da p&oacute;lvora (dai o t&iacute;tulo do post).\r\n\r\nA p&oacute;lvora (que come&ccedil;ou com os fogos de artificio entre os chineses) deixou rapidamente de ser um objeto de entretenimento para se tornar uma arma letal. Com o desenvolvimento gradativo das armas de fogo, as armaduras e espadas (e por consequ&ecirc;ncia seus construtores) foram desaparecendo e se tornando obsoletos. Sobre o trovejar dos canh&otilde;es, as grandes muralhas dos castelos e cidades foram gradativamente virando p&oacute; e a guerra mudou para sempre. \r\n\r\nA arma de fogo, objeto de uso relativamente simples permitiu a ascens&atilde;o do \&quot;covarde\&quot; frente ao her&oacute;i uma vez que o inimigo n&atilde;o precisava mais ser encarado olho no olho (n&atilde;o que os arcos n&atilde;o permitissem esse tipo de combate a dist&acirc;ncia, mas mesmo eles requeriam uma grande t&eacute;cnica para serem efetivos).")
[2007-09-30 20:24:57 201.83.4.114   ] login ok
[2007-09-30 20:26:03 201.83.4.114   ] UPDATE post SET titulo = "A \&quot;Solu&ccedil;&atilde;o Final\&quot;", url = "a_solucao_final", data = "2007-09-30 18:51", texto = "Esta semana surgiu uma discuss&atilde;o na Escritores de Fantasia que acabou por incomodar a maioria de n&oacute;s pela forma como ela transcorreu.\r\n\r\nTudo come&ccedil;ou com mais um anuncio de um novo livro de fantasia que foi publicado pela conceituada editora Planeta. Como escritor, sei o quanto &eacute; dificil emplacar um livro com essa tem&aacute;tica em uma editora desse porte, sendo que eu mesmo tentei enviar meu original e o tive recusado. \r\n\r\nO problema surgiu quando um novo membro de nick Celo apareceu na comunidade despejando elogios para o novo livro que segundo ele \&quot;havia encontrado na Bienal\&quot; e que estava adorando. At&eacute; n&atilde;o haveria nada demais se n&ccedil;ao fosse pelo fato desse tal Celo ser amigo do autor e estar se fazendo de \&quot;desconhecido\&quot; com o intuito de divulgar o livro. N&atilde;o vejo nada de errado em voc&ecirc; recomendar o livro de um amigo, mas se passar por leitor desconhecido para fazer propaganda como ele fez &eacute; para mim, no minimo, anti &eacute;tico.\r\n\r\nA coisa s&oacute; piorou quando alguns membros criticaram o layout do site do autor, o que provocou a f&uacute;ria do tal Celo que imediatamente passou a disparar acusa&ccedil;&otilde;es e ofensas a todos ali presentes. A grande quest&atilde;o foi que o tal membro passou a acusar a todos de \&quot;invejosos\&quot; e \&quot;autores de xerox\&quot; pois diferente de seu amigo, n&atilde;o estavam tendo um livro publicado por uma grande editora. Era at&eacute; curioso ver algu&eacute;m se vangloriar por algo que n&atilde;o havia feito, tentando de sua forma humilhar e reduzir a todos ali presentes.\r\n\r\nQuero deixar bem claro que n&atilde;o estou acusando o autor de fazer parte desse esquema e t&atilde;o pouco julgando a qualidade de sua obra, mas a raz&atilde;o desse post &eacute; exatamente examinar at&eacute; que ponto uma grande editora pode ser a \&quot;Solu&ccedil;&atilde;o Final\&quot; para transformar chumbo em ouro. &Eacute; fato que uma editora grande lhe garante uma boa distribui&ccedil;&atilde;o e uma grande quantidade de c&oacute;pias em diversas lojas, mas ser&aacute; que o autor pode relaxar e se recostar esperando que a fama e o sucesso o alcance?\r\n\r\nEu discordo e digo que mesmo as grandes editoras nem sempre acertam no alvo. Na Fnac foram in&uacute;meras as vezes em que recebemos grandes quantidade de um t&iacute;tulo (inclusive da Planeta), o expusemos de forma agressiva para algumas semanas depois devolvermos quase todos os exemplares por terem uma venda inexpressiva. \r\n\r\nPode parecer conveniente ter uma grande editora para ampara-lo, mas se o autor n&atilde;o conquistar seu p&uacute;blico, n&atilde;o h&aacute; propaganda que resolva. A atitude do tal Cel (aparentemente aqu&eacute;m do conhecimento do autor) quase coloca em risco toda uma obra uma vez que sua arrog&acirc;ncia e prepot&ecirc;ncia trouxeram uma grande antipatia pela obra sem que ao menos tivessemos a chance de avali&aacute;-la. A interven&ccedil;&atilde;o do autor foi decisiva para reduzir um pouco essa animosidade, mas ainda sim ficou aquele sentimento de disc&oacute;rdia no ar.\r\n\r\nPosso dizer que da minha parte, assim que ela estiver dispon&iacute;vel na Fnac, farei o possivel para lhe garantir uma boa exposi&ccedil;&atilde;o junto aos livros pois sempre irei preferir divulgar a fantasia nacional em detrimento da estrangeira.\r\n\r\nQuanto ao meu livro, apesar de sua pequena tiragem, seguirei fazendo aquele trabalho de formiguinha, tentando conquistar leitores e interessados, um de cada vez." WHERE id = 110
[2007-09-30 20:26:03 201.83.4.114   ] 
[2007-09-30 20:26:22 201.83.4.114   ] UPDATE post SET titulo = "A \&quot;Solu&ccedil;&atilde;o Final\&quot;", url = "a_solucao_final", data = "2007-09-30 23:59", texto = "Esta semana surgiu uma discuss&atilde;o na Escritores de Fantasia que acabou por incomodar a maioria de n&oacute;s pela forma como ela transcorreu.\r\n\r\nTudo come&ccedil;ou com mais um anuncio de um novo livro de fantasia que foi publicado pela conceituada editora Planeta. Como escritor, sei o quanto &eacute; dificil emplacar um livro com essa tem&aacute;tica em uma editora desse porte, sendo que eu mesmo tentei enviar meu original e o tive recusado. \r\n\r\nO problema surgiu quando um novo membro de nick Celo apareceu na comunidade despejando elogios para o novo livro que segundo ele \&quot;havia encontrado na Bienal\&quot; e que estava adorando. At&eacute; n&atilde;o haveria nada demais se n&ccedil;ao fosse pelo fato desse tal Celo ser amigo do autor e estar se fazendo de \&quot;desconhecido\&quot; com o intuito de divulgar o livro. N&atilde;o vejo nada de errado em voc&ecirc; recomendar o livro de um amigo, mas se passar por leitor desconhecido para fazer propaganda como ele fez &eacute; para mim, no minimo, anti &eacute;tico.\r\n\r\nA coisa s&oacute; piorou quando alguns membros criticaram o layout do site do autor, o que provocou a f&uacute;ria do tal Celo que imediatamente passou a disparar acusa&ccedil;&otilde;es e ofensas a todos ali presentes. A grande quest&atilde;o foi que o tal membro passou a acusar a todos de \&quot;invejosos\&quot; e \&quot;autores de xerox\&quot; pois diferente de seu amigo, n&atilde;o estavam tendo um livro publicado por uma grande editora. Era at&eacute; curioso ver algu&eacute;m se vangloriar por algo que n&atilde;o havia feito, tentando de sua forma humilhar e reduzir a todos ali presentes.\r\n\r\nQuero deixar bem claro que n&atilde;o estou acusando o autor de fazer parte desse esquema e t&atilde;o pouco julgando a qualidade de sua obra, mas a raz&atilde;o desse post &eacute; exatamente examinar at&eacute; que ponto uma grande editora pode ser a \&quot;Solu&ccedil;&atilde;o Final\&quot; para transformar chumbo em ouro. &Eacute; fato que uma editora grande lhe garante uma boa distribui&ccedil;&atilde;o e uma grande quantidade de c&oacute;pias em diversas lojas, mas ser&aacute; que o autor pode relaxar e se recostar esperando que a fama e o sucesso o alcance?\r\n\r\nEu discordo e digo que mesmo as grandes editoras nem sempre acertam no alvo. Na Fnac foram in&uacute;meras as vezes em que recebemos grandes quantidade de um t&iacute;tulo (inclusive da Planeta), o expusemos de forma agressiva para algumas semanas depois devolvermos quase todos os exemplares por terem uma venda inexpressiva. \r\n\r\nPode parecer conveniente ter uma grande editora para ampara-lo, mas se o autor n&atilde;o conquistar seu p&uacute;blico, n&atilde;o h&aacute; propaganda que resolva. A atitude do tal Cel (aparentemente aqu&eacute;m do conhecimento do autor) quase coloca em risco toda uma obra uma vez que sua arrog&acirc;ncia e prepot&ecirc;ncia trouxeram uma grande antipatia pela obra sem que ao menos tivessemos a chance de avali&aacute;-la. A interven&ccedil;&atilde;o do autor foi decisiva para reduzir um pouco essa animosidade, mas ainda sim ficou aquele sentimento de disc&oacute;rdia no ar.\r\n\r\nPosso dizer que da minha parte, assim que ela estiver dispon&iacute;vel na Fnac, farei o possivel para lhe garantir uma boa exposi&ccedil;&atilde;o junto aos livros pois sempre irei preferir divulgar a fantasia nacional em detrimento da estrangeira.\r\n\r\nQuanto ao meu livro, apesar de sua pequena tiragem, seguirei fazendo aquele trabalho de formiguinha, tentando conquistar leitores e interessados, um de cada vez." WHERE id = 110
[2007-09-30 20:26:41 201.83.4.114   ] UPDATE post SET titulo = "A \&quot;Solu&ccedil;&atilde;o Final\&quot;", url = "a_solucao_final", data = "2007-10-01 23:01", texto = "Esta semana surgiu uma discuss&atilde;o na Escritores de Fantasia que acabou por incomodar a maioria de n&oacute;s pela forma como ela transcorreu.\r\n\r\nTudo come&ccedil;ou com mais um anuncio de um novo livro de fantasia que foi publicado pela conceituada editora Planeta. Como escritor, sei o quanto &eacute; dificil emplacar um livro com essa tem&aacute;tica em uma editora desse porte, sendo que eu mesmo tentei enviar meu original e o tive recusado. \r\n\r\nO problema surgiu quando um novo membro de nick Celo apareceu na comunidade despejando elogios para o novo livro que segundo ele \&quot;havia encontrado na Bienal\&quot; e que estava adorando. At&eacute; n&atilde;o haveria nada demais se n&ccedil;ao fosse pelo fato desse tal Celo ser amigo do autor e estar se fazendo de \&quot;desconhecido\&quot; com o intuito de divulgar o livro. N&atilde;o vejo nada de errado em voc&ecirc; recomendar o livro de um amigo, mas se passar por leitor desconhecido para fazer propaganda como ele fez &eacute; para mim, no minimo, anti &eacute;tico.\r\n\r\nA coisa s&oacute; piorou quando alguns membros criticaram o layout do site do autor, o que provocou a f&uacute;ria do tal Celo que imediatamente passou a disparar acusa&ccedil;&otilde;es e ofensas a todos ali presentes. A grande quest&atilde;o foi que o tal membro passou a acusar a todos de \&quot;invejosos\&quot; e \&quot;autores de xerox\&quot; pois diferente de seu amigo, n&atilde;o estavam tendo um livro publicado por uma grande editora. Era at&eacute; curioso ver algu&eacute;m se vangloriar por algo que n&atilde;o havia feito, tentando de sua forma humilhar e reduzir a todos ali presentes.\r\n\r\nQuero deixar bem claro que n&atilde;o estou acusando o autor de fazer parte desse esquema e t&atilde;o pouco julgando a qualidade de sua obra, mas a raz&atilde;o desse post &eacute; exatamente examinar at&eacute; que ponto uma grande editora pode ser a \&quot;Solu&ccedil;&atilde;o Final\&quot; para transformar chumbo em ouro. &Eacute; fato que uma editora grande lhe garante uma boa distribui&ccedil;&atilde;o e uma grande quantidade de c&oacute;pias em diversas lojas, mas ser&aacute; que o autor pode relaxar e se recostar esperando que a fama e o sucesso o alcance?\r\n\r\nEu discordo e digo que mesmo as grandes editoras nem sempre acertam no alvo. Na Fnac foram in&uacute;meras as vezes em que recebemos grandes quantidade de um t&iacute;tulo (inclusive da Planeta), o expusemos de forma agressiva para algumas semanas depois devolvermos quase todos os exemplares por terem uma venda inexpressiva. \r\n\r\nPode parecer conveniente ter uma grande editora para ampara-lo, mas se o autor n&atilde;o conquistar seu p&uacute;blico, n&atilde;o h&aacute; propaganda que resolva. A atitude do tal Cel (aparentemente aqu&eacute;m do conhecimento do autor) quase coloca em risco toda uma obra uma vez que sua arrog&acirc;ncia e prepot&ecirc;ncia trouxeram uma grande antipatia pela obra sem que ao menos tivessemos a chance de avali&aacute;-la. A interven&ccedil;&atilde;o do autor foi decisiva para reduzir um pouco essa animosidade, mas ainda sim ficou aquele sentimento de disc&oacute;rdia no ar.\r\n\r\nPosso dizer que da minha parte, assim que ela estiver dispon&iacute;vel na Fnac, farei o possivel para lhe garantir uma boa exposi&ccedil;&atilde;o junto aos livros pois sempre irei preferir divulgar a fantasia nacional em detrimento da estrangeira.\r\n\r\nQuanto ao meu livro, apesar de sua pequena tiragem, seguirei fazendo aquele trabalho de formiguinha, tentando conquistar leitores e interessados, um de cada vez." WHERE id = 110
[2007-09-30 20:27:14 201.83.4.114   ] UPDATE post SET titulo = "A \&quot;Solu&ccedil;&atilde;o Final\&quot;", url = "a_solucao_final", data = "2007-10-01 01:01", texto = "Esta semana surgiu uma discuss&atilde;o na Escritores de Fantasia que acabou por incomodar a maioria de n&oacute;s pela forma como ela transcorreu.\r\n\r\nTudo come&ccedil;ou com mais um anuncio de um novo livro de fantasia que foi publicado pela conceituada editora Planeta. Como escritor, sei o quanto &eacute; dificil emplacar um livro com essa tem&aacute;tica em uma editora desse porte, sendo que eu mesmo tentei enviar meu original e o tive recusado. \r\n\r\nO problema surgiu quando um novo membro de nick Celo apareceu na comunidade despejando elogios para o novo livro que segundo ele \&quot;havia encontrado na Bienal\&quot; e que estava adorando. At&eacute; n&atilde;o haveria nada demais se n&ccedil;ao fosse pelo fato desse tal Celo ser amigo do autor e estar se fazendo de \&quot;desconhecido\&quot; com o intuito de divulgar o livro. N&atilde;o vejo nada de errado em voc&ecirc; recomendar o livro de um amigo, mas se passar por leitor desconhecido para fazer propaganda como ele fez &eacute; para mim, no minimo, anti &eacute;tico.\r\n\r\nA coisa s&oacute; piorou quando alguns membros criticaram o layout do site do autor, o que provocou a f&uacute;ria do tal Celo que imediatamente passou a disparar acusa&ccedil;&otilde;es e ofensas a todos ali presentes. A grande quest&atilde;o foi que o tal membro passou a acusar a todos de \&quot;invejosos\&quot; e \&quot;autores de xerox\&quot; pois diferente de seu amigo, n&atilde;o estavam tendo um livro publicado por uma grande editora. Era at&eacute; curioso ver algu&eacute;m se vangloriar por algo que n&atilde;o havia feito, tentando de sua forma humilhar e reduzir a todos ali presentes.\r\n\r\nQuero deixar bem claro que n&atilde;o estou acusando o autor de fazer parte desse esquema e t&atilde;o pouco julgando a qualidade de sua obra, mas a raz&atilde;o desse post &eacute; exatamente examinar at&eacute; que ponto uma grande editora pode ser a \&quot;Solu&ccedil;&atilde;o Final\&quot; para transformar chumbo em ouro. &Eacute; fato que uma editora grande lhe garante uma boa distribui&ccedil;&atilde;o e uma grande quantidade de c&oacute;pias em diversas lojas, mas ser&aacute; que o autor pode relaxar e se recostar esperando que a fama e o sucesso o alcance?\r\n\r\nEu discordo e digo que mesmo as grandes editoras nem sempre acertam no alvo. Na Fnac foram in&uacute;meras as vezes em que recebemos grandes quantidade de um t&iacute;tulo (inclusive da Planeta), o expusemos de forma agressiva para algumas semanas depois devolvermos quase todos os exemplares por terem uma venda inexpressiva. \r\n\r\nPode parecer conveniente ter uma grande editora para ampara-lo, mas se o autor n&atilde;o conquistar seu p&uacute;blico, n&atilde;o h&aacute; propaganda que resolva. A atitude do tal Cel (aparentemente aqu&eacute;m do conhecimento do autor) quase coloca em risco toda uma obra uma vez que sua arrog&acirc;ncia e prepot&ecirc;ncia trouxeram uma grande antipatia pela obra sem que ao menos tivessemos a chance de avali&aacute;-la. A interven&ccedil;&atilde;o do autor foi decisiva para reduzir um pouco essa animosidade, mas ainda sim ficou aquele sentimento de disc&oacute;rdia no ar.\r\n\r\nPosso dizer que da minha parte, assim que ela estiver dispon&iacute;vel na Fnac, farei o possivel para lhe garantir uma boa exposi&ccedil;&atilde;o junto aos livros pois sempre irei preferir divulgar a fantasia nacional em detrimento da estrangeira.\r\n\r\nQuanto ao meu livro, apesar de sua pequena tiragem, seguirei fazendo aquele trabalho de formiguinha, tentando conquistar leitores e interessados, um de cada vez." WHERE id = 110
[2007-09-30 20:28:06 201.83.4.114   ] login ok
[2007-09-30 20:34:27 201.83.4.114   ] UPDATE post SET titulo = "Salitre, Carv&atilde;o e Enxofre", url = "salitre_carvao_e_enxofre", data = "2007-10-08 13:39", texto = "Outro dia estava assistindo ao filme \&quot;O &Uacute;ltimo Samurai\&quot; (2003) na televis&atilde;o e no decorrer da hist&oacute;ria acabei me dando conta de v&aacute;rios detalhes muito interessantes que nunca havia parado para pensar.\r\n\r\nA primeira quest&atilde;o, e a que mais me chamou a aten&ccedil;&atilde;o, foi a grande quantidade de semelhan&ccedil;as que a hist&oacute;ria do filme possui com o meu livro. (o guerreiro tomado pela culpa, o desejo da morte, o aprendizado com os \&quot;selvagens\&quot; etc...). \r\n\r\n&Eacute; fato que eu assisti a esse filme no cinema, mas &eacute; curioso observar tantas semelhan&ccedil;as em ambas as hist&oacute;rias uma vez que a trama central do meu livro ja estava definida antes de assisti-lo.\r\n\r\nPor&eacute;m um outro detalhe que me chamou bastante a aten&ccedil;&atilde;o &eacute; o que eu batizei de \&quot;ponto de converg&ecirc;ncia\&quot; e que pelo bem ou pelo mal pode ter alterado em muito a forma como o mundo &eacute; hoje. Muitas inven&ccedil;&otilde;es transformaram drasticamente a humanidade ao longo do tempo, mas talvez nenhuma tenha alterado tanto a sociedade como o descobrimento da p&oacute;lvora (dai o t&iacute;tulo do post).\r\n\r\nA p&oacute;lvora (que come&ccedil;ou com os fogos de artificio entre os chineses) deixou rapidamente de ser um objeto de entretenimento para se tornar uma arma letal. Com o desenvolvimento gradativo das armas de fogo, as armaduras e espadas (e por consequ&ecirc;ncia seus construtores) foram desaparecendo e se tornando obsoletos. Sobre o trovejar dos canh&otilde;es, as grandes muralhas dos castelos e cidades foram gradativamente virando p&oacute; e a guerra mudou para sempre. \r\n\r\nA arma de fogo, objeto de uso relativamente simples, permitiu a ascens&atilde;o do \&quot;covarde\&quot; frente ao her&oacute;i uma vez que o inimigo n&atilde;o precisava mais ser encarado olho no olho (n&atilde;o que os arcos n&atilde;o permitissem esse tipo de combate a dist&acirc;ncia, mas mesmo eles requeriam uma grande t&eacute;cnica para serem efetivos). Com as armas de fogo, a cultura do guerreiro que lutava e morria pela espada foi substiuida pelo soldado rapidamente treinado, usado como bucha nos campos de batalha o que permitiu que algumas culturas (que antes possuiam uma certa igualdade b&eacute;lica) se desequilibrassem fazendo com que umas sobrepujassem as outras. \r\n\r\n&Eacute; desnecess&aacute;rio citar exemplos desse tipo de dispare, desde os massacres das civiliza&ccedil;&otilde;es indigenas das am&eacute;ricas at&eacute; mesmo os povos guerreiros do oriente. \r\n\r\nMas porque diabos, voc&ecirc;s devem estar se perguntando, o Cl&aacute;udio resolveu abandonar os artigos liter&aacute;rios e resolveu dar aula de hist&oacute;ria? Na verdade, como em qualquer literatura de aventura (como as que pretendo escrever) certas decis&otilde;es de cen&aacute;rio alteram drasticamente o desenrolar de uma trama, e esse &eacute; o caso da p&oacute;lvora." WHERE id = 111
[2007-09-30 20:36:04 201.83.4.114   ] UPDATE post SET titulo = "A \&quot;Solu&ccedil;&atilde;o Final\&quot;", url = "a_solucao_final", data = "2007-10-01 01:01", texto = "Esta semana surgiu uma discuss&atilde;o na comunidade \&quot;Escritores de Fantasias\&quot; que acabou por incomodar a maioria de n&oacute;s pela forma como ela transcorreu.\r\n\r\nTudo come&ccedil;ou com mais um an&uacute;ncio de um novo livro de fantasia que foi publicado pela conceituada editora Planeta. Como escritor, sei o quanto &eacute; dif&iacute;cil emplacar um livro com essa tem&aacute;tica em uma editora desse porte, sendo que eu mesmo tentei enviar meu original e o tive recusado. \r\n\r\nO problema surgiu quando um novo membro de nick Celo apareceu na comunidade despejando elogios para o novo livro que segundo ele \&quot;havia encontrado na Bienal\&quot; e que estava adorando. At&eacute; n&atilde;o haveria nada demais se n&atilde;o fosse pelo fato desse tal Celo ser amigo do autor e estar se fazendo de \&quot;desconhecido\&quot; com o intuito de divulgar o livro. N&atilde;o vejo nada de errado em voc&ecirc; recomendar o livro de um amigo, mas se passar por leitor desconhecido para fazer propaganda como ele fez &eacute; para mim, no m&iacute;nimo, anti-&eacute;tico.\r\n\r\nA coisa s&oacute; piorou quando alguns membros criticaram o layout do site do autor, o que provocou a f&uacute;ria do tal Celo que imediatamente passou a disparar acusa&ccedil;&otilde;es e ofensas a todos ali presentes. A grande quest&atilde;o foi que o tal membro passou a acusar a todos de \&quot;invejosos\&quot; e \&quot;autores de xerox\&quot; pois, diferente de seu amigo, n&atilde;o estavam tendo um livro publicado por uma grande editora. Era at&eacute; curioso ver algu&eacute;m se vangloriar por algo que n&atilde;o havia feito, tentando de sua forma humilhar e reduzir a todos ali presentes.\r\n\r\nQuero deixar bem claro que n&atilde;o estou acusando o autor de fazer parte desse esquema e t&atilde;o pouco julgando a qualidade de sua obra, mas a raz&atilde;o desse post &eacute; exatamente examinar at&eacute; que ponto uma grande editora pode ser a \&quot;Solu&ccedil;&atilde;o Final\&quot; para transformar chumbo em ouro. &Eacute; fato que uma editora grande lhe garante uma boa distribui&ccedil;&atilde;o e uma grande quantidade de c&oacute;pias em diversas lojas, mas ser&aacute; que o autor pode relaxar e se recostar esperando que a fama e o sucesso o alcance?\r\n\r\nEu discordo e digo que mesmo as grandes editoras nem sempre acertam no alvo. Na Fnac foram in&uacute;meras as vezes em que recebemos grande quantidade de um t&iacute;tulo (inclusive da Planeta), o expusemos de forma agressiva para algumas semanas depois devolvermos quase todos os exemplares por terem uma venda inexpressiva. \r\n\r\nPode parecer conveniente ter uma grande editora para ampar&aacute;-lo, mas se o autor n&atilde;o conquistar seu p&uacute;blico, n&atilde;o h&aacute; propaganda que resolva. A atitude do tal Celo (aparentemente aqu&eacute;m do conhecimento do autor) quase coloca em risco toda uma obra uma vez que sua arrog&acirc;ncia e prepot&ecirc;ncia trouxeram uma grande antipatia pela obra sem que ao menos tivessemos a chance de avali&aacute;-la. A interven&ccedil;&atilde;o do autor foi decisiva para reduzir um pouco essa animosidade, mas ainda sim ficou aquele sentimento de disc&oacute;rdia no ar.\r\n\r\nPosso dizer que da minha parte, assim que ela estiver dispon&iacute;vel na Fnac, farei o poss&iacute;vel para lhe garantir uma boa exposi&ccedil;&atilde;o junto aos livros, pois sempre preferi divulgar a fantasia nacional em detrimento da estrangeira.\r\n\r\nQuanto ao meu livro, apesar de sua pequena tiragem, seguirei fazendo aquele trabalho de formiguinha, tentando conquistar leitores e interessados, um de cada vez." WHERE id = 110
